,Clickbaits,bait
19535,Independent presidential candidates debate this weekend,0
19537,Makeup Oscar nominee list narrowed to seven,0
19539,"Argentina score in extra-time; beat Mexico, get to quarter-finals",0
19541,"Hurricane Dean forecasted to become ""catastrophic"" Category 5 storm",0
19543,Texas woman accused of shooting landlord dies in hospital,0
19545,Some Terms Reached in Honduras Dispute,0
19546,Police fight police in Brazil protest,0
19548,40 Die as Ferry Sinks in Vietnam,0
19549,"Mother, brother of singer Jennifer Hudson found murdered, others reported missing",0
19551,Equity Firm Pays $30 Million in Pension Fund Case,0
19552,Canada's new governor general announced,0
19554,Shuttle launch on schedule despite launch pad accident,0
19556,Gaza Strip reports first swine flu cases,0
19558,Quiznos restaurant chain airs controversial commercial,0
19560,Australian current affairs TV program accused of inciting religious hatred,0
19562,Feist leads 2008 Juno Award winners,0
19564,Ryan Giggs named BBC Sports Personality of the Year,0
19566,Farmers Angry Over Reports That Kirchner Eyes Nationalization,0
19567,Mexico City legalises gay marriages,0
19569,Looking to Obama to Bring Logic to Food Safety,0
19570,Mickelson Is the Mozart of Short Game Theory,0
19571,"Explosion, steam eruption near Grand Central Terminal in New York City",0
19573,"A Harrowing Date on the Hudson River, Averted",0
19574,Successor in Illinois Is the Anti-Blagojevich,0
19575,Lapp Plats becomes first firm to float on IEX,0
19577,Workers at Swansea auto parts plant vote to strike,0
19579,Eyewitnesses challenge Egyptian state media impartiality in fatal protests,0
19581,German president dissolves parliament; elections in September,0
19583,Students Gain Early Access to 2004 HSC Results,0
19585,US Senate confirms Clinton as Secretary of State,0
19587,Serbia condemns 1995 Srebrenica massacre,0
19589,At least fourteen dead in Pakistan after drone strikes,0
19591,Bomb threat on UK–Egypt plane; diverted to Greece,0
19593,South Korea says North Korea will test more nuclear bombs,0
19595,Hurricane Dean makes second landfall; weakens to Category 1 storm,0
19597,"Deep in Debt, Six Flags Seeks Bankruptcy Protection",0
19598,Louisville Clears Another Hurdle in Big East,0
19599,Youth charged with murdering Northern-Irish police officer,0
19601,Belgrade: demonstration against independent Kosovo escalates into riots,0
19603,England remembers Bobby Robson,0
19605,Kosmos-3M rocket launches six Orbcomm satellites,0
19607,Vladimir Putin dismisses head of Russian Navy Admiral Vladimir Kuroyedov,0
19609,"Elections Canada stands by decision, Muslims not required to remove veils at polls",0
19611,Getting Specific in Order to Get Confirmed,0
19612,"Amid the Destruction, a Return to Life in Gaza",0
19613,Space Shuttle Discovery STS-114 landing postponed for weather,0
19615,Jamaica: Violence kills at least 30,0
19617,"Outbreak of swine flu in Mexico kills at least twenty, infects 1,000",0
19619,Congressional computers continue to be used to vandalize Wikipedia,0
19621,"Brampton, Canada and Marikina, Philippines seeing double as cities twin",0
19623,"Over 100 people die in stampede at Hindu temple near Jodhpur, India",0
19625,US Federal Reserve lifts interest rates,0
19627,Big Island residents prepare for arrival of Flossie,0
19629,Syria files UN Security Council complaint after US raid,0
19631,"Tesco pricing error in Cambridgeshire, England allows customers to get cheaper fuel",0
19633,Bounces Start to Go in for Rangers,0
19634,Future of Biofuels Expected to Remain Bright,0
19635,NFL: Brett Favre traded to the New York Jets,0
19637,Envoy Denies Immunity Offer to Leader of Bosnian Serbs,0
19638,Drug Trial Company Finds Itself Under Scrutiny,0
19639,"Attack on mosque kills 30 in Rawalpindi, Pakistan",0
19641,Greek debt deal reached,0
19643,"Tom Cruise parody site defiant in face of Scientology threats, demands its day in court",0
19645,Hollywood legend Paul Newman dies of cancer age 83,0
19647,'Mobile phone dermatitis' linked to nickel deposits,0
19649,U.S. Baseball: Delgado starts off well with Marlins,0
19651,Timeout Tactics Include Seating and Setting,0
19652,Former Pennsylvania State Senator Convicted in Fraud Case,0
19653,Low morale reported among U.S. soldiers in Iraq,0
19655,"Venezuela buys more weapons, now from Spain",0
19657,Three Candidates Are Killed in Iraq,0
19658,Tropical Storm Zeta becomes second cross-season tropical storm in history,0
19660,"Soldiers in Syria reportedly 'suffocated' while seizing chemicals, weapons in Damascus suburb",0
19662,Reasons for Litvinenko's conversion to Islam revealed,0
19664,"For Fed Policy-Making, Murky Era Lies Ahead",0
19665,Resurgent Egypt Takes Aim at  U.S. in Confederations Cup,0
19666,Oil spill spotted along Mississippi River,0
19668,Study links breast cancer to Western diet,0
19670,ABC News anchorman Peter Jennings diagnosed with lung cancer,0
19672,Russia considering libel suits over reporting on Litvinenko,0
19674,Illinois tollway worker jailed for stealing fines,0
19676,Barclays Bank credit rating cut by Moody's,0
19678,Ugandan parliament revisits Anti-Homosexuality Act,0
19680,C.I.A. Had Plan to Assassinate Qaeda Leaders,0
19681,Palestinian Official Killed in Lebanon,0
19682,"In Siberia, the Death Knell of a Complex Holding a Deadly Stockpile",0
19683,Nadal Masters Clay  by Being Consistent and Relentless,0
19684,Intel launches Centrino 2 aiming for performance and mobility,0
19686,Grandmother of Barack Obama dies at 86,0
19688,"With Son in Remission, a Family Struggles to Find Coverage",0
19689,"After Gaza, Israel Grapples With Crisis of Isolation",0
19690,Army Ends Delay on Lightweight Armor,0
19691,South Korea Agrees to a Call for Talks From North Korea,0
19692,Opposition claims Australian Treasurer misled parliament,0
19694,Senior al-Qaeda leaders in Iraq killed,0
19696,Golfer Tiger Woods injured in car crash,0
19698,Tarja Turunen to perform at Doro Pesch's 25th anniversary concert and record duets with her,0
19700,SCS Energy Proposes Storing Emissions Under Ocean,0
19701,Fire at tombs in Uganda result in clashes between protestors and police,0
19703,Gas leak kills six and injures 28 at Chinese fertiliser factory,0
19705,US airlines Delta and Northwest agree to merge,0
19707,Magnitude 6.3 earthquake hits New Zealand's South Island; dozens dead,0
19709,Reported Zimbabwe Deal Is Disputed,0
19710,Holder May Open Interrogation Inquiry,0
19711,"Calm returns to Salt, Jordan after riots over police shooting; 35 arrested",0
19713,Tour de France: Linus Gerdemann wins stage 7,0
19715,"12-year-old girl dies after collapsing in school in Northamptonshire, England",0
19717,Homeless man causes bomb scare at LaGuardia Airport in New York City,0
19719,British Supermarket Chain  Places Bets on Banking,0
19720,Chicken that crossed road let off fine by California court,0
19722,US wildfire reaches Interstate 5 near Los Angeles,0
19724,Yahoo launches new Podcast Search,0
19726,William Morris and Endeavor Explore a Merger,0
19727,"One dead after apartment fire in Oxfordshire, England",0
19729,Canceled Palin Wedding Becomes a Public Matter,0
19730,San Francisco Giants win first World Series since 1954,0
19732,2 Adults Slain Outside Norwegian School,0
19733,Administration Is Developing a Housing Rescue Plan,0
19734,Louisville Men Build Reputation on Pressure Defense,0
19735,Judge Will Rule in a Week on Merrill Bonus List,0
19736,Chinese version of Wikinews gets blocked in China,0
19738,Crew of  American Cargo Ship Describes Its Ordeal With Pirate Attack,0
19739,"Apple releases new Magic Trackpad, updated iMacs and Mac Pros",0
19741,Winners and Losers in a Bigger Best-Picture Pool,0
19742,U.S. Soccer Team Prizes Cohesion in Quest for World Cup,0
19743,"Cape Verde to launch first public university, with Brazil's support",0
19745,Special Olympics founder Eunice Kennedy Shriver dies at age 88,0
19747,Financial Journalists Fumble to Cover a Lasting Slump,0
19748,Cricket: India beats the West Indies by 16 runs,0
19750,Mugabe is 'prepared to fight' if Zimbabwe elects opposition,0
19752,Michael Jackson's burial postponed,0
19754,"Middling Start by Wang, and a Losing Effort by the Yankees",0
19755,Palestinian Rival Says It Is Attacked by Hamas,0
19756,Professional wrestling manager Oliver Humperdink dies aged 62,0
19758,"Ecuador Re-elects President, Preliminary Results Show",0
19759,"Second Darwin's sandwich shop opens in Cambridge, Massachusetts, USA",0
19761,Barack Obama gives speech on racial division,0
19763,US House votes to bring troops home from Iraq,0
19765,New Concern About Cuts in Oil Investment,0
19766,"Yogi Berra, at 83: A One-of-a-Kind Common Man",0
19767,A Bid for Respect Is Again Stopped,0
19768,MV Sirius Star oil tanker released by pirates,0
19770,Canadian provinces brace for more flooding,0
19772,"Bank Stress Tests May Not Be a Big Deal, After All",0
19773,Thai-Cambodian generals in talks after border clash kills two,0
19775,New Australian industrial relations legislation passes House of Representatives,0
19777,India wraps up Test cricket series win in England,0
19779,Polish soldier killed in eastern Afghanistan,0
19781,"Yanks Laud Attendance, but Some Seats Sit Empty",0
19782,"Karzai declared winner of Afghan elections, runoff polls cancelled",0
19784,2007 FIFA U-17 World Cup: Germany tops Group F,0
19786,Pillow Fights at the Four Seasons,0
19787,University in California Dresses Up for First Lady,0
19788,Iran's official radio silent about U.N. resolution against Holocaust denials,0
19790,Canada pursues new nuclear research reactor to produce medical isotopes,0
19792,Sixteen additional suspects revealed in Zotob worm case,0
19794,NASA says worker tried to sabotage ISS,0
19796,Brazilian President meets President of Colombia,0
19798,"Those Gymnastic Bats, Landing Upside Down",0
19799,Brawn GP take over Honda Formula One team,0
19801,Israeli Arabs Recoil at Attacks on Gaza as Allegiance to Their Country Is Strained,0
19802,Sewerage project starts in Pakistan,0
19804,Rainy Days in Paradise,0
19805,Chantelle wins Celebrity Big Brother,0
19807,Interpreter shoots two US soldiers in Afghanistan,0
19809,No assassination plot against US presidential candidate Barack Obama,0
19811,Yankees win 3 in 4 game series with Red Sox,0
19813,Juventus Looks for Early Goals Against Chelsea,0
19814,Pakistani militants take hostages in Karachi base revenge attack; ten soldiers killed,0
19816,HP France in trouble due to alleged monopolist behavior,0
19818,Teenager arrested for stabbing twin brothers,0
19820,"Suspects apprehended after car chase through Denver, US",0
19822,Revamped Nuggets Have Reason to Hope,0
19823,Two Fresh-Faced Blackhawks Fuel Revival,0
19824,Seeds placed in Norwegian vault as agricultural 'insurance policy',0
19826,Professor Tied to Shootings Found Dead,0
19827,Australia women's national goalball team loses 0-3 to United States in pool play in London,0
19829,"World Bank says more people are poor, but fewer are in extreme poverty",0
19831,New Hampshire Governor Likely to Sign Same-Sex Marriage Bill,0
19832,U.S. Adviser Holds Firm on Airstrikes in Afghanistan,0
19833,From the Pool to the Dead Sea,0
19834,Scientist Promotes Idea of Chaco Meridian in Southwest,0
19835,Wrestling With Ghosts of Colonialism,0
19836,"Hospital in Essex, England fined £50,000 after patient dies due to health and safety breaches",0
19838,Nader chosen as the presidential nominee of the Peace and Freedom Party,0
19840,Australia appeals for no execution in Indonesian drug case,0
19842,Thai PM sues media critic for one billion Baht,0
19844,Nigerian victory marred by deaths in custody,0
19846,"Earthquake reported near Rome's coast, no damage caused",0
19848,"After Week of Rain, Co-Leaders Face the Heat on Monday",0
19849,"Eighteen killed in mine blast in China, officials say",0
19851,Nintendo releases GameBoy Micro in the US,0
19853,IBM and National Geographic to launch DNA database project,0
19855,US East Coast prepares for blizzard,0
19857,BHP Closing Nickel Mine as Commodity Prices Fall,0
19858,North Korea agrees to fast-track shut down of nuclear facilities,0
19860,"Tim Russert, NBC News ""Meet the Press"" moderator dies at age 58",0
19862,"UK soldier shot dead in Afghanistan, number of military personnel killed in country increases to 233",0
19864,Ex-Fund Manager Has 2 Years Added to Sentence for Fleeing,0
19865,Google to Announce Venture Fund,0
19866,"Out Millions, Elie Wiesel Vents About Madoff",0
19867,Lightning strikes kill three in Mumbai,0
19869,Lyricist Javed Akhtar awarded Indira Gandhi Prize,0
19871,Ivorian rebels say South African mediators ‘discredited’,0
19873,Local government officials confiscate London ice cream made from human breast milk for health reasons,0
19875,"In Pain and Joy of Envy, the Brain May Play a Role",0
19876,Critics Say Delaware Helps Companies Avoid Taxes,0
19877,"From Netflix, a Step Toward Any Movie, Anytime",0
19878,Mumbai Police investigations indicate Pakistani role in 11/7 serial blasts,0
19880,California employees owe state US$13.3 million in unpaid loans,0
19882,"Multiple explosions in Russian coal mine, eleven dead",0
19884,Amnesty report's criticisms rejected by Bush administration,0
19886,Woman blows herself up in Iraq; over 140 casualties,0
19888,Wilson calls for Rove removal,0
19890,Nearly 25% of Iceland's voters petition for veto of Icesave bill,0
19892,Third Bank Is Seized This Year,0
19893,Malawi appeals for further humanitarian aid,0
19895,Key HIV gene discovered,0
19897,Questions and Apathy Surround Shootings by Officer in Miami Beach,0
19898,First Libertarian Party presidential nominee John Hospers dies at 93,0
